,City,Country,Distance,Fax,FridayHours,Latitude,Longitude,MondayHours,Name,Phone,SaturdayHours,Services,State,Street,SundayHours,ThursdayHours,TuesdayHours,Website,WednesdayHours,ZipCode
1417,Johnson City,United States,0,,,36.312732,-82.381737,,Johnson City Pregnancy Help Center (HB),(423) 328-0070,,Pregnancy Tests,TN,1409 W. Market St. Suite 109,,,,,,37604
1418,Knoxville,United States,0,,,35.954000,-83.932493,,Pregnancy Help Center - UT Campus (HB),1 877 990-4673,,Pregnancy Tests,TN,1710 Melrose Place,,,,,,37916
1419,Knoxville,United States,0,,,35.978859,-83.927921,,Pregnancy Help Center (HB),877-990-4673,,Pregnancy Tests,TN,119 Dameron Ave,,,,,,37917
1420,Knoxville,United States,0,(865) 251-0686,9am-1pm,35.954128,-83.948312,9am-5pm,Hope Resource Center,(865) 236-0350,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",TN,2700 Painter Ave,Closed,9am-5pm,9am-5pm,http://knoxvillehope.com/,9am-5pm,37919
1421,La Follette,United States,0,,,36.377453,-84.123817,,Pregnancy Help Center - LaFollette (HB),423 437-3416,,Pregnancy Tests,TN,300 W Beech St,,,,,,37766
1422,Lewisburg,United States,0,,Closed,35.449495,-86.789978,Closed,In His Image Pregnancy Center,(931) 359-8792,Closed,"Abortion Information, Adoption Information, Maternity & Infant Supplies, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men",TN,101 3rd. Ave North,Closed,Noon-3:00pm,"9:00am-Noon, 5:00pm-8:00pm",http://prclewisburg.com,Closed,37091
1423,Manchester,United States,0,,,35.483997,-86.090826,,Life Choices Pregnancy Support Center - Manchester (HB),931-954-5381,,"Pregnancy Tests, Ultrasound (Onsite)",TN,300 W Fort St,,,,,,37355
1424,Manchester,United States,0,,closed,35.483997,-86.090826,10-6,Life Choices Pregnancy Support Center,(931) 962-8822,closed,"24-Hour Helpline, Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, Support for Men, Ultrasound (Onsite), Ultrasound Referrals",TN,300 Fort Worth St.,closed,10-6,10-6,,10-6,37355
1425,Maryville,United States,0,(865) 977-7663,Closed,35.699626,-84.026449,12pm-5pm,Pregnancy Resource Center,(865) 977-8378,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, Support for Men, Ultrasound (Mobile), Ultrasound (Onsite), Ultrasound Referrals",TN,3028 Old Niles Ferry Road,Closed,12pm-5pm,12pm-5pm,http://prcbctn.com,12pm-5pm,37803
1426,Morristown,United States,0,,12:30pm-4:30pm,36.208100,-83.297800,12:30pm-4:30pm,"Pregnancy Crisis Center, Inc.",(423) 587-2273,Closed,"Abortion Information, Adoption Information, Maternity & Infant Supplies, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, Ultrasound (Onsite)",TN,304 Calvary Dr.,Closed,12:30pm-4:30pm,12:30pm-4:30pm,http://www.morristownpcc.org,12:30pm-4:30pm,37814
1427,Murfreesboro,United States,0,(615) 893-0442,9am-1pm,35.837941,-86.389253,9am-1pm,Portico,(615) 893-0228,Closed,"Abortion Information, Adoption Information, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound (Mobile), Ultrasound (Onsite)",TN,"745 S Church St, Ste 801",Closed,9am-8pm,9am-8pm,http://www.porticostory.org/,9am-5pm,37130
1428,Newport,United States,0,,Noon - 4 pm,35.961296,-83.179545,3 pm - 7 pm,Options Community Help Center,(423) 415-9327,10 am-2 pm,"24-Hour Helpline, Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, Support for Men, Ultrasound Referrals",TN,234 Lincoln Ave,Closed,Noon - 4 pm,Noon - 4 pm,http://optionsnewport.com,Closed,37821
1429,Oak Ridge,United States,0,865-483-0099,10am-2pm,36.014073,-84.267958,10am-7pm,Choices Resource Center,(865) 483-0092,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, STD/STI Treatment, Support for Men, Ultrasound (Onsite), Ultrasound Referrals",TN,170 Raleigh Road,Closed,10am-5pm,10am-5pm,http://www.choicesresource.com,10am-5pm,37830
1430,Old Hickory,United States,0,,Closed,36.217391,-86.584056,9am-5pm,Pregnancy Care Center,(615) 773-4673,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound (Mobile), Ultrasound Referrals",TN,4989 Lebanon Pike,Closed,12pm-7pm,9am-5pm,http://www.pregnancycarecentertn.com/,Closed,37138
1431,Rogersville,United States,0,,,36.411987,-82.998303,,Hawkins County Pregnancy Help Center (HB),423-272-7309,,Pregnancy Tests,TN,207 N Hawkins St,,,,,,37857
1432,Shelbyville,United States,0,,"9am-12pm, 1pm-4pm",35.485218,-86.433227,"9am-12pm, 1pm-4pm",First Choice Pregnancy Counseling Center,(931) 680-0066,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound (Onsite)",TN,1102 Madison St,Closed,"9am-12pm, 1pm-4pm","9am-12pm, 1pm-4pm",http://www.firstchoicepcc.com,"9am-12pm, 1pm-4pm",37160
1433,Spring City,United States,0,,Closed,35.686560,-84.855110,9am-5pm,The Care Center - Spring City,(423) 365-6575,Closed,"Abortion Information, Adoption Agency, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information",TN,800 New Lake Road,Closed,Closed,Closed,http://www.thecarecentertn.org,Closed,37381
1434,Spring Hill,United States,0,,Closed,35.778634,-86.912796,Closed,Pregnancy Centers of Middle Tennessee - Spring Hill,(615) 302-2200,Closed,"Abortion Information, Adoption Information, Housing Referrals, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, Ultrasound (Onsite)",TN,"2206 Spedale Ct, Suite 4",Closed,Closed,9am-4pm,http://pcofmt.org,9am-4pm,37174
1435,Springfield,United States,0,,9am-5pm,36.493497,-86.874054,9am-5pm,Open Door Pregnancy Center,(615) 384-4673,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men",TN,1802 Meadowbrook Dr.,Closed,9am-5pm,11am-7pm,http://www.384hope.com/,Closed,37172
1436,Trenton,United States,0,,Closed,36.005385,-88.943144,9am-6:30pm,Birth Choice,(731) 855-2900,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Ultrasound (Onsite), Ultrasound Referrals",TN,1281 US-45 Bypass,Closed,9am-5pm,9am-4:30pm,http://yourprivatechoice.com,Closed,38382
1437,Winchester,United States,0,,closed,35.177165,-86.080266,9-1,Life Choices Pregnancy Support Center- Franklin County,,closed,"24-Hour Helpline, Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Pregnancy Options Information, Pregnancy Tests, Support for Men, Ultrasound (Onsite), Ultrasound Referrals",TN,37 Sunrise Park,closed,9-7,9-7,,closed,37398
1438,Abilene,United States,0,,,32.473169,-99.765037,,Pregnancy Resources of Abilene (HB),325-672-6415,,"Pregnancy Tests, Ultrasound (Onsite)",TX,2110 N Willis St  Suite A,,,,,,79603
1439,Aledo,United States,0,,,32.723554,-97.626526,,Flourishing Tree Of Life Inc. (HB),817-458-0123,,Pregnancy Tests,TX,604 E West Oak St,,,,,,76008
1440,Amarillo,United States,0,(806) 354-8051,10am-3pm,35.193647,-101.912044,10am-3pm,CareNet Pregnancy Centers of Amarillo - Medi-Park,(806) 354-2244,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Maternity & Infant Supplies, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, Support for Men, Ultrasound (Onsite)",TX,6709 Woodward St,Closed,10am-6pm,10am-6pm,http://www.thehopechoice.com/,10am-3pm,79106
1441,Amarillo,United States,0,(806) 354-8051,10am-3pm,35.197861,-101.837263,10am-6pm,Care Net Amarillo - Center City,(806) 354-2244,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Maternity & Infant Supplies, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, Support for Men, Ultrasound (Onsite)",TX,1501 S. Taylor,Closed,10am-6pm,10am-6pm,http://www.thehopechoice.com,10am-3pm,79102
1442,Andrews,United States,0,,,32.336116,-102.543383,,The Life Center - Andrews (HB),432-523-2859,,"Pregnancy Tests, Ultrasound (Onsite)",TX,1412 NE Mustang Dr,,,,,,79714
1443,Arlington,United States,0,,,32.757028,-97.150031,,Metroplex Women's Clinic (HB),817-299-9599,,"Pregnancy Tests, Ultrasound (Onsite)",TX,2810 NW Green Oaks Blvd,,,,,,76012
1444,Arlington,United States,0,,,32.661028,-97.090422,,Metroplex Women's Clinic (HB),817-557-9111,,"Pregnancy Tests, Ultrasound (Onsite)",TX,5150 S Collins,,,,,,76012
1445,Arlington,United States,0,,,32.672139,-97.198346,,Metroplex Women's Clinic (HB),817-563-6999,,"Pregnancy Tests, Ultrasound (Onsite)",TX,5904 Interstate 20 W,,,,,,76017
1446,Austin,United States,0,,,30.323026,-97.695053,,Heart of Texas Pregnancy Resource Center (HB),512-704-7876,,"Pregnancy Tests, Ultrasound (Onsite)",TX,6448 Hwy 290 East Suite B-110,,,,,,78723
1447,Austin,United States,0,,,30.226072,-97.790363,,TruCare Clinic (HB),512-447-7800,,Pregnancy Tests,TX,4611 Manchaca Road,,,,,,78745
1448,Austin,United States,0,,,30.293216,-97.743856,,Austin Pregnancy Resource Center (HB),512-476-7774,,"Pregnancy Tests, STD/STI Tests, Ultrasound (Onsite)",TX,2717 Rio Grande St,,,,,,78705
1449,Austin,United States,0,,,30.321200,-97.701581,,Gabriel Project & Project Rachel (HB),877-932-2732,,Pregnancy Tests,TX,6225 Hwy 290 East,,,,,,78723
1450,Austin,United States,0,(512) 374-0085,9:30am-5:30pm,30.349922,-97.718479,9:30am-5:30pm,Austin LifeCare,(512) 374-0055,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound (Onsite), Ultrasound Referrals",TX,1215 W. Anderson Lane,Closed,9:30am-5:30pm,9:30am-5:30pm,http://www.austinlifecare.com/pregnancy/index.htm,9:30am-5:30pm,78757
1451,Bastrop,United States,0,,,30.102530,-97.287202,9:00am - 2:00pm,Bastrop Pregnancy Resource Center,(512) 629-8780,,"Abortion Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound (Onsite), Ultrasound Referrals",TX,3971 Hyw. 71 E. Ste 104,,8:00am - 2:00pm,2:00pm - 7:00pm,http://www.bastroppregnancyresourcecenter.org/,9:00am - 2:00pm,78602
1452,Bay City,United States,0,,,28.972009,-95.969420,,Women's Pregnancy Center of Matagorda County (HB),979-245-9900,,Pregnancy Tests,TX,3107 Ave F,,,,,,77414
1453,Baytown,United States,0,,9am-5pm,29.752323,-94.977874,Closed,Pregnancy Resource Center East,(281) 427-2273,9am-12pm,"Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, Ultrasound (Onsite)",TX,"2802 Garth Rd, Suite 209",Closed,9am-8pm,9am-5pm,http://www.prce.org,9am-5pm,77521
1454,Beaumont,United States,0,(409) 898-4011,Closed,30.083117,-94.141364,9am-7pm,Hope Women's Resource Clinic,(409) 898-4005,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, Support for Men, Ultrasound (Onsite)",TX,3740 Laurel Ave.,Closed,9am-5pm,9am-5pm,http://www.hope-clinic.com/,9am-1pm,77707
1455,Big Spring,United States,0,,,32.237496,-101.470008,,The Life Center - Big Spring (HB),432-254-5311,,Pregnancy Tests,TX,1801 S Main,,,,,,79720
1456,Boerne,United States,0,,10am-1pm,29.818683,-98.752213,Closed,Hill Country Pregnancy Care Center,(830) 249-9717,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, STD/STI Treatment, Ultrasound Referrals",TX,141 US-87,Closed,10am-8pm,10am-8pm,http://www.lifesprecious.org/,10am-4pm,78006
1457,Boerne,United States,0,(830) 249-9614,10am-1pm,29.804404,-98.739774,Closed,Hill Country Pregnancy Care Center,(830) 249-9717,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, STD/STI Treatment, Support for Men",TX,439 Fabra St,Closed,10 am-8 pm,10 am-8 pm,http://lifesprecious.org,10 am-4 pm,78006
1458,Bonham,United States,0,,Closed,33.588127,-96.177248,Closed,Fannin Pregnancy Care Center,(903) 640-8230,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound (Onsite)",TX,1500 North Center St,Closed,9am-5pm,9am-5pm,http://FanninPregnancy.org,Closed,75418
1459,Borger,United States,0,,Closed,35.661964,-101.392104,12-6 pm,Care Net Pregnancy Center of Borger,(806) 273-8373,Closed,"Abortion Information, Adoption Information, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Ultrasound (Onsite)",TX,300 W. Grand,Closed,12-6 pm,12-6 pm,http://www.borgercarenet.com,12-4 pm,79007
1460,Brady,United States,0,,,31.131778,-99.336450,,Pregnancy Care Center - Brady (HB),325-646-5433,,Pregnancy Tests,TX,200 W 4th St,,,,,,76825
1461,Breckenridge,United States,0,,,32.756331,-98.909608,,The Open Door (HB),254-559-4045,,Pregnancy Tests,TX,110 N. Live Oak St,,,,,,76424
1462,Brenham,United States,0,,1pm-5pm,30.177797,-96.393024,9am-5pm,New Beginnings Pregnancy Center,(979) 836-0397,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound (Onsite)",TX,1016 E Blue Bell Rd.,Closed,9am-5pm,9am-5pm,http://www.newbeginningsbrenham.org,9am-5pm,77833
1463,Brownwood,United States,0,,,31.701450,-98.970578,,Pregnancy Care Center (HB),325-646-5433,,Pregnancy Tests,TX,2200 Austin Ave,,,,,,76801
1464,Burleson,United States,0,,,32.544452,-97.329972,,Next Step Women's Center (HB),817-295-4101,,"Pregnancy Tests, Ultrasound (Onsite)",TX,250 NW Tarrant Ave Ste J,,,,,,76028
1465,Burleson,United States,0,(817) 295-1823,Closed,32.544452,-97.329972,9:30am-4:30pm,Next Step Women's Center,(817) 295-4101,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Ultrasound (Onsite)",TX,250 N.W. Tarrant Ave. Suite J,Closed,9:30am-4:30pm,9:30am-4:30pm,http://www.pregnancyaid.org,9:30am-4:30pm,76028
1466,Canton,United States,0,,Closed,32.544258,-95.862891,9am-2pm,Hope Pregnancy Center,(903) 567-6000,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests",TX,885 E. State Hwy 243,Closed,10am-6pm,10am-6pm,http://hopecanton.com,Closed,75103
1467,Canyon,United States,0,,Closed,34.981807,-101.925396,Closed,CareNet Pregnancy Centers of Amarillo - Canyon Branch,(806) 655-4673,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Maternity & Infant Supplies, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, Support for Men",TX,1712 2nd Ave,Closed,Closed,10am-2pm,http://www.thehopechoice.com/,Closed,79015
1468,Carrizo Springs,United States,0,,,28.523337,-99.861874,,Anderson House PRC (HB),830-876-9726,,Pregnancy Tests,TX,701 W Houston St,,,,,,78834
